Comment,Emotion,processed_text
i feel like im still just caught in the rat race living a morally acceptable life without actually doing anything to serve you or live from a fire consuming heart,joy,feel like im still caught rat race live moral accept life without actual anyth serv live fire consum heart
ill be honest i feel almost as relieved now as i did when i first found out i was getting book published,joy,ill honest feel almost reliev first found get book publish
i feel a whisper a friendly voice start to rise indulge until your hearts content and pay no mind,joy,feel whisper friendli voic start rise indulg heart content pay mind
i don t know how it works but asking for divine assistance certainly makes us feel more graceful even when our situation remains the same,joy,know work ask divin assist certainli make u feel grace even situat remain
i like to think i can handle a lot but when i feel like my cup runneth over i get irritable,anger,like think handl lot feel like cup runneth get irrit
i feel like ive got a handle on trusting my instincts,joy,feel like ive got handl trust instinct
i may not be completely sure on a lot of things but i am a very opinionated person and when i have opinions on something i feel very strongly about them and i can be very stubborn when it comes to them especially when it comes to politics,anger,may complet sure lot thing opinion person opinion someth feel strongli stubborn come especi come polit
i feel helpless about not being able to help him in feeling better but do my best to encourage him and think positively as mom is doing,fear,feel helpless abl help feel better best encourag think posit mom
i just feel weird doing it but i want to make sure he feels loved in there,fear,feel weird want make sure feel love
im not sure if all my stuff with andy as in me feeling annoyed at him was just my messed up chemicals,anger,im sure stuff andi feel annoy mess chemic
i often feel so distressed and freaked out whenever my child gets sick,fear,often feel distress freak whenev child get sick
i could walk at a slow pace browse each booth as long as i wanted and dart in and out of the shops on main street without feeling rushed,anger,could walk slow pace brows booth long want dart shop main street without feel rush
i cant hide my feeling when i feel so glad,joy,cant hide feel feel glad
i feel very happy and excited since i learned so many things,joy,feel happi excit sinc learn mani thing
i was feeling quite casual that day,joy,feel quit casual day
i feel this way i know it has a reputation for a student population eager to join this culture but somehow i doubt its just northwestern,joy,feel way know reput student popul eager join cultur somehow doubt northwestern
i will review the film after this blog entry but for now as i have david sitting here in my garden feeling slightly smug after just discovering his film had been shortlisted for best film out of entries,joy,review film blog entri david sit garden feel slightli smug discov film shortlist best film entri
i feel that i annoy everyone much too much when im obnoxious and yeah,anger,feel annoy everyon much much im obnoxi yeah
i was a smoker for years and quit weeks ago right after i finished your book and i cant believe how free i feel i knew that i had to quit but i was terrified of my life without cigarettes,fear,smoker year quit week ago right finish book cant believ free feel knew quit terrifi life without cigarett
i have to admit i am feeling a bit intimidated by the challenge of,fear,admit feel bit intimid challeng
i can be as kind as an angel but sometimes i can also be as mean as a devil i used to use harsh words when i feel irritated,anger,kind angel sometim also mean devil use use harsh word feel irrit
i liked it all the same this one will take a few listening sessions to get a real feel theres a lot distortion in the songs which agitated me a bit but it caused me to do a little research on just what the creative force behind this unusual album,anger,like one take listen session get real feel there lot distort song agit bit caus littl research creativ forc behind unusu album
i mane is feeling generous and releases his new lp diary of a trap god for free,joy,mane feel gener releas new lp diari trap god free
i don t necessarily think f bombs and sex are necessary in all stories but i feel reassured when i see them in print journals,joy,necessarili think f bomb sex necessari stori feel reassur see print journal
i feel about femme fatale except its not cute anymore now that its pretty obvious that britneys not in control of her life that shes so burnt out and yet i get the impression shes almost forced into this career to the point that she just cant or wont deliver anymore,joy,feel femm fatal except cute anymor pretti obviou britney control life she burnt yet get impress she almost forc career point cant wont deliv anymor
i spent the following months in a drug induced haze incapable of thought or feeling but it wasn t anything as glamorous,joy,spent follow month drug induc haze incap thought feel anyth glamor
i feel like the helpless duckie target for the commies and feds while at other times i want to run and hide,fear,feel like helpless ducki target commi fed time want run hide
i was sleeping in my room but woke in the middle of the night to think i could hear noises and see shadows moving i felt that someone was in the house,fear,sleep room woke middl night think could hear nois see shadow move felt someon hous
ive had a few moments the past couple of days were i feel so restless like i need to be moving around constantly,fear,ive moment past coupl day feel restless like need move around constantli
i feel agitated and the result is not pleasant the opposite of calm and peaceful,anger,feel agit result pleasant opposit calm peac
i get the feeling she doesnt really want to talk to me now so im hesitant on what to do from now on,fear,get feel doesnt realli want talk im hesit
i do not feel like i am intelligent enough to be a teacher,joy,feel like intellig enough teacher
i told him that if he touched me with a needle i would punch him feeling a little hostile in the midst of my pain,anger,told touch needl would punch feel littl hostil midst pain
i feel so rude i thought as i dialed my house,anger,feel rude thought dial hous
im sure its because when i am lost i feel like everyone is being hostile toward me and i hate that feeling,anger,im sure lost feel like everyon hostil toward hate feel
i would just outright tell you what the girl book is about but i feel like you guys are so smart and so clever youve probably already formed some sort of idea of the themes and ideas this book is wrapped around,joy,would outright tell girl book feel like guy smart clever youv probabl alreadi form sort idea theme idea book wrap around
at school,anger,school
i like this so much but i feel like somehow this will be a term that becomes more popular in the future,joy,like much feel like somehow term becom popular futur
ive heard it so many times already im already feeling skeptical of whatever they say,fear,ive heard mani time alreadi im alreadi feel skeptic whatev say
im thankful for it and the parents because they are understanding and make me feel less wimpy,fear,im thank parent understand make feel le wimpi
i feel so paranoid and im really gonna cut down the hours and frequencies of me wearing contact lenses,fear,feel paranoid im realli gon na cut hour frequenc wear contact len
i sing as one who feels contented with a comfortable life and comfortable christmas that includes general happiness about eternity,joy,sing one feel content comfort life comfort christma includ gener happi etern
i was feeling playful so i danced around the place,joy,feel play danc around place
i feel like i have been a little distracted lately,anger,feel like littl distract late
i just cant help it from feeling so insecure,fear,cant help feel insecur
i was feeling adventurous and took the stairs,joy,feel adventur took stair
i know i can do it and in fact that i will but i feel terrified that the stories won t be as good as they could be and that any readers that i can actually convince to buy the book will read it and hate it and never want to read anything by me again,fear,know fact feel terrifi stori good could reader actual convinc buy book read hate never want read anyth
i feel assured the world around me seems brighter,joy,feel assur world around seem brighter
ive ever worked on and i feel very privileged to work with such an amazing team,joy,ive ever work feel privileg work amaz team
i feel like its become socially acceptable to allow traditional views to be threw under the bus without a fight because youll offend someone if you stand up,joy,feel like becom social accept allow tradit view threw bu without fight youll offend someon stand
i feel but is ultimately just ok,joy,feel ultim ok
i dont have minutes to post something but because i feel like theres nothing worthwhile to write or anything that would slightly appeal to anyone who might read this,joy,dont minut post someth feel like there noth worthwhil write anyth would slightli appeal anyon might read
i realized that when i let my mind race and i start to feel restless i get the desire to smoke,fear,realiz let mind race start feel restless get desir smoke
im feeling very petty right now,anger,im feel petti right
i woke up on a beautiful sunday morning feeling restless and miserable,fear,woke beauti sunday morn feel restless miser
im feeling generous again here it is in its entirety for free consumption,joy,im feel gener entireti free consumpt
i feel this distraught i am thankful that the weather is improving so much,fear,feel distraught thank weather improv much
im still feeling a bit shaken up,fear,im still feel bit shaken
i was feeling like garbage all day allergies but im glad i didnt last minute cancel,joy,feel like garbag day allergi im glad didnt last minut cancel
i feel a bit stressed because it feels like im supposed to do something all the time and that i should be reading now,anger,feel bit stress feel like im suppos someth time read
i drank a cup of coffee i feel all nervous and weird now,fear,drank cup coffe feel nervou weird
i like to pray a decade whenever im feeling stressed or scared,anger,like pray decad whenev im feel stress scare
i decided to try the zipline in picnic grove since we are feeling a bit of adventurous that day,joy,decid tri ziplin picnic grove sinc feel bit adventur day
im feeling selfish enough to start this lovely scarf for myself,anger,im feel selfish enough start love scarf
i was still feeling a bit unsure a bit not convinced still a bit frustrated,fear,still feel bit unsur bit convinc still bit frustrat
i feel combination slightly superior sitting in on virtual event you ll feel as if it s another day office,joy,feel combin slightli superior sit virtual event feel anoth day offic
i still feel vulnerable around him,fear,still feel vulner around
i said im only pages and this book feels so tortured and you can really feel the pain of the characters,fear,said im page book feel tortur realli feel pain charact
i can get to the bottom of this feeling and not just berate myself for feeling dissatisfied,anger,get bottom feel berat feel dissatisfi
i feel like the fans see the girls as wimpy and not as good as the guys,fear,feel like fan see girl wimpi good guy
i came to review however im not entirely sure what it is that leaves me feeling somewhat dissatisfied and a bit brassed off that more didnt happen,anger,came review howev im entir sure leaf feel somewhat dissatisfi bit brass didnt happen
i feel im pretty spot on in this instance but im just guessing,joy,feel im pretti spot instanc im guess
i feel so pissed of for the fact that i am not that talented and creative as many others designers are,anger,feel piss fact talent creativ mani other design
i will feel a bit of insecure,fear,feel bit insecur
i feel clearer more joyful and alive,joy,feel clearer joy aliv
i sit here tonight i feel anxious,fear,sit tonight feel anxiou
i feel petrified about his future,fear,feel petrifi futur
i am feeling super excited as the weeks seem to be flying by and we are getting closer and closer to our due date,joy,feel super excit week seem fli get closer closer due date
im feeling distracted and likewise attracted to all the things that you let me know all the things that you cant let go youre waiting,anger,im feel distract likewis attract thing let know thing cant let go your wait
i am aware of a level of unrest and feeling uncertain and i will sit with it for now,fear,awar level unrest feel uncertain sit
i feel most apprehensive about each week probably because it is the one most likely to unavoidably show me my shortcomings as a runner,fear,feel apprehens week probabl one like unavoid show shortcom runner
i feel afraid to live alone living far from them,fear,feel afraid live alon live far
i feel truly successful that brooklyn has been able to latch on and has had no problem going from breast to bottle and back again without skipping a beat,joy,feel truli success brooklyn abl latch problem go breast bottl back without skip beat
i was feeling pretty grumpy at this point but for whatever reason seeing this flower made me very happy,anger,feel pretti grumpi point whatev reason see flower made happi
i just couldnt fall asleep feeling scared,fear,couldnt fall asleep feel scare
i woke up on the sofa feeling extremely agitated around pm,fear,woke sofa feel extrem agit around pm
i am beginning to feel startled by how little of last week i remember,fear,begin feel startl littl last week rememb
i really feel that we are progressing towards a society that is more fearless incrementally throwing away seemingly rigid boundaries like paranoia over security of one s belongings a href http www,joy,realli feel progress toward societi fearless increment throw away seemingli rigid boundari like paranoia secur one belong href http www
i feel offended by those books in which they take you for an idiot thats a tv reality attitude,anger,feel offend book take idiot that tv realiti attitud
i start feeling angry i need to actually stop and figure out what im really feeling so i can deal with life in a more balanced way,anger,start feel angri need actual stop figur im realli feel deal life balanc way
im feeling quite excited because i get to introduce you to my newest fabulous sponsor,joy,im feel quit excit get introduc newest fabul sponsor
i was really upset when he went away though i can understand how he must feel and i wont be greedy and pester him about it,anger,realli upset went away though understand must feel wont greedi pester
im feeling so angry because that was just wasted work from her side,anger,im feel angri wast work side
i was feeling impatient and took pills,anger,feel impati took pill
i am no longer feeling any effects from ibs irritable bowel syndrome that i suffered with for years,anger,longer feel effect ib irrit bowel syndrom suffer year
i feel what the law states suggestions is optimistic and beneficial for employees specially all those who wish to rapidly through ramadan he or she said,joy,feel law state suggest optimist benefici employe special wish rapidli ramadan said
i feel like my life is very rich and fulfilling but i know people look at the way i live and feel some misplaced pity for me,joy,feel like life rich fulfil know peopl look way live feel misplac piti
i was just feeling terrified terrified of the people around me and the situation it involves,fear,feel terrifi terrifi peopl around situat involv
i myself stood before the crowd and talk but no more recent addition to the crowd feeling a little shaky hihi training and skills needed to maintain constant the better,fear,stood crowd talk recent addit crowd feel littl shaki hihi train skill need maintain constant better
i grappled with was guilt that relatives and friends who usually communicate with me there would feel like i was ignoring them and i felt selfish still posting my burlesque and blog updates there without liking their photos and links,anger,grappl guilt rel friend usual commun would feel like ignor felt selfish still post burlesqu blog updat without like photo link
i feel like hes too carefree to be as serious as i want him,joy,feel like he carefre seriou want
i am feeling extremely contented with our decision to home educate,joy,feel extrem content decis home educ
i dont know if he ever cheated on me but it does looked like it cause he has known her for years and i appear in his life around that time and it makes me feel mad,anger,dont know ever cheat look like caus known year appear life around time make feel mad
i want to feel valued i do and appreciated i do and know the people who love me arent going anywhere even if the nature of the relationship changes,joy,want feel valu appreci know peopl love arent go anywher even natur relationship chang
i have always loved my jobs and loved to work and i truly feel like being back there with my patients and co workers will do me a lot of good even if it is only for a few weeks,joy,alway love job love work truli feel like back patient co worker lot good even week
i understand that you may feel that it is very rude that i keep destroying your house with my face,anger,understand may feel rude keep destroy hous face
i read which i feel i didn t need to read makes me a little grumpy,anger,read feel need read make littl grumpi
i feel honoured to become a journalist on his blog dedicated to this amazing song contest which is eurovision,joy,feel honour becom journalist blog dedic amaz song contest eurovis
i guess ive heard enough over the two months because each time i hear such comments i honestly feel offended,anger,guess ive heard enough two month time hear comment honestli feel offend
i no longer have summer vacation like when i was in school summer still has a feeling of relaxation and being carefree,joy,longer summer vacat like school summer still feel relax carefre
i feel like the heartless from kingdom hearts or really any stock character that is born without feelings and watches enviously as the normal people laugh cry love and feel things that i can t,anger,feel like heartless kingdom heart realli stock charact born without feel watch envious normal peopl laugh cri love feel thing
i whipped my stuff up from my station and fled to the underbelly of grand central desperate to find a subway map feeling disgusted with how upset i was over my frazzle y meltdown,anger,whip stuff station fled underbelli grand central desper find subway map feel disgust upset frazzl meltdown
i have a million untrieds to get through so ive decided to make a list and im using a random number generator when im feeling indecisive,fear,million untri get ive decid make list im use random number gener im feel indecis
i have a large parcel of time or am feeling reluctant to write i set our kitchen timer for minutes and write until the bell rings,fear,larg parcel time feel reluct write set kitchen timer minut write bell ring
i hang out i leave feeling energized and happy,joy,hang leav feel energ happi
i do my best but it feels uncomfortable,fear,best feel uncomfort
im trying to find ways to add more sewing into my schedule without feeling completely overwhelmed,fear,im tri find way add sew schedul without feel complet overwhelm
i get this gut feeling or am i just being paranoid,fear,get gut feel paranoid
i feel like im but at least im not feeling pressured to write when i dont want to,fear,feel like im least im feel pressur write dont want
i feel for the natives who welcomed me and others with open arms and hearts back then and wonder how they cope,joy,feel nativ welcom other open arm heart back wonder cope
i feel amused when i hear my neighbour use the word muze instead of mujhe and hey kay becomes zay kay,joy,feel amus hear neighbour use word muze instead mujh hey kay becom zay kay
i feel like i am not very smart,joy,feel like smart
i really like him he has good morals and is very nice to me and respectful but its like i feel like i still belong to brad and i couldnt picture myself with eric because hes too innocent,joy,realli like good moral nice respect like feel like still belong brad couldnt pictur eric he innoc
i was up early today to vote before the lines got too long and i didnt have that feeling at all but i was uncomfortable for another reason,fear,earli today vote line got long didnt feel uncomfort anoth reason
i not feel resentful for always putting out more effort then ever receiving,anger,feel resent alway put effort ever receiv
im still paying attention but i feel distracted,anger,im still pay attent feel distract
i am especially interested in hearing your thoughts or perspective on what you read about how men and women feel respected or lived,joy,especi interest hear thought perspect read men woman feel respect live
i was left feeling slightly intimidated and overwhelmed,fear,left feel slightli intimid overwhelm
i have been feeling very apprehensive about going back,fear,feel apprehens go back
i feel so extrememly bitchy today that ive done something i have never done in my years of life,anger,feel extrememli bitchi today ive done someth never done year life
i have the best conversations and the best time together unlike any ive had before but i feel like being totally in love with him does no good when he could care less about some stupid sophomore,joy,best convers best time togeth unlik ive feel like total love good could care le stupid sophomor
i feel very helpless if i do not have any goal to reach nothing to achieve,fear,feel helpless goal reach noth achiev
i am so tired about it and i feel so fucked up,anger,tire feel fuck
i notice myself worrying about him i push that feeling away and replace the thought with something positive or remind myself to let go its out of my control,joy,notic worri push feel away replac thought someth posit remind let go control
im not scared at all anymore im fine i feel terrific about the surgery,joy,im scare anymor im fine feel terrif surgeri
i am feeling so honoured to be a,joy,feel honour
im so overwhelmed with feeling blessed by you i have to pray the fears of this being the last time i say happy birthday to you,joy,im overwhelm feel bless pray fear last time say happi birthday
i am still feeling somewhat intimidated but i guess by being safe and cautious and fully aware then i will be ok,fear,still feel somewhat intimid guess safe cautiou fulli awar ok
i feel unsure of my footing,fear,feel unsur foot
i feel pretty terrified immature and not ready,fear,feel pretti terrifi immatur readi
i am down pounds feel fantastic and were shocked to have discovered what i had been going through this past year,joy,pound feel fantast shock discov go past year
i feel selfish for that choice i made i just beg that you dont let your love for me go away,anger,feel selfish choic made beg dont let love go away
i now feel compromised and skeptical of the value of every unit of work i put in,fear,feel compromis skeptic valu everi unit work put
i feel like im a violent mother,anger,feel like im violent mother
i feel so insulted because of a woman,anger,feel insult woman
i think honestly i did feel a bit vulnerable,fear,think honestli feel bit vulner
i don t know i feel confused,fear,know feel confus
i really feel that im the least talented person on the stage but somehow god uses my talent for his glory,joy,realli feel im least talent person stage somehow god us talent glori
i may be feeling more generous than normal but i really think a lot of teams did well in drafting good players at good spots and filling needs,joy,may feel gener normal realli think lot team well draft good player good spot fill need
i feel im just so greedy that all i care about is myself,anger,feel im greedi care
i feel like its flying by and im afraid im going to miss something,fear,feel like fli im afraid im go miss someth
i feel a bit relieved,joy,feel bit reliev
i may trust my partner to look after me and my needs and those of our relationship i feel threatened because they arent in control of the situation and obviously neither am i,fear,may trust partner look need relationship feel threaten arent control situat obvious neither
i was talking to elder ditlevsen the other day about my plans at college and things and how you guys were all way excited for me to get back and he told me that he remembered feeling a little nervous as a parent,fear,talk elder ditlevsen day plan colleg thing guy way excit get back told rememb feel littl nervou parent
im feeling lately vulnerable impressionable and a little emotional,fear,im feel late vulner impression littl emot
i feel reluctant to talk about an issue which is so immediate especially as one cannot make too much of a difference about it individually but what i can do is to spread the word,fear,feel reluct talk issu immedi especi one make much differ individu spread word
i truly feel that the portrayal of jesus in this movie was gratuitously violent,anger,truli feel portray jesu movi gratuit violent
im just feeling relieved to have picked up our boy before they shut the place down and seized the dogs and happy to have gotten him out of there,joy,im feel reliev pick boy shut place seiz dog happi gotten
i keep waiting for some grand stroke of wisdom and peace to overcome me but all i feel is irritable and bewildered,anger,keep wait grand stroke wisdom peac overcom feel irrit bewild
i feel pressured to write because i pressure myself to write or at least that it s just ingrained to do so,fear,feel pressur write pressur write least ingrain
i feel so impatient when it comes to certain issues,anger,feel impati come certain issu
i feel pretty tortured because i work a job and often the inspiration strikes while im at work,fear,feel pretti tortur work job often inspir strike im work
im years old and i must admit that it has made me feel uncomfortable,fear,im year old must admit made feel uncomfort
i feel all agitated and moody and wanting wanting wanting,fear,feel agit moodi want want want
i dontknow why but i never feel this way with anyone else i really cant be without linus i love him which i never thought i could ever love anyone after went through few fucked up relationship,anger,dontknow never feel way anyon els realli cant without linu love never thought could ever love anyon went fuck relationship
i feel myself so honoured,joy,feel honour
i always had this negative perception when i was asked about getting pregnant and my misscariage i always walked away from those conversations feeling somewhat offended,anger,alway neg percept ask get pregnant misscariag alway walk away convers feel somewhat offend
i feel more superior dead chicken or grieving child,joy,feel superior dead chicken griev child
i feel very resolved yet somehow very depressed,joy,feel resolv yet somehow depress
i feel rude about going to the bathroom when she s in there,anger,feel rude go bathroom
i am feeling a combination of smug and happy,joy,feel combin smug happi
i sat there feeling frustrated that i didnt know about some of the different things ashton and isaac could have been involved in why werent the boys pro active about getting involved in more things and getting more awards,anger,sat feel frustrat didnt know differ thing ashton isaac could involv werent boy pro activ get involv thing get award
i was feeling kind of resentful about it since its april and all,anger,feel kind resent sinc april
im feeling very bitter against knight in shining denim because i asked him a year ago to go to the gym with me and he wouldnt spend the money,anger,im feel bitter knight shine denim ask year ago go gym wouldnt spend money
i sympathize with this person but i also feel a bit skeptical the theme is loss because everyone looses,fear,sympath person also feel bit skeptic theme loss everyon loo
i feel outraged that my life is so easy so blessed,anger,feel outrag life easi bless
i feel really angry sometimes because for the love of god havent we been through enough,anger,feel realli angri sometim love god havent enough
i was able to be myself and not feel pressured to talk in a group so it was in a way better than all the years in secondary school,fear,abl feel pressur talk group way better year secondari school
i feel peaceful and unafraid certain that my god has my best interests at heart,joy,feel peac unafraid certain god best interest heart
i feel very reluctant talking about death,fear,feel reluct talk death
i stop learning or if i am feeling inhibited my performance flounders,fear,stop learn feel inhibit perform flounder
i feel kind of strange,fear,feel kind strang
i feel very strongly passionate about when some jerk off decides to poke and make fun of us,joy,feel strongli passion jerk decid poke make fun u
i was planning to make cookies this evening but i am not feeling so good so i will do this tomorrow,joy,plan make cooki even feel good tomorrow
i have said this before being a mom has made me feel more vulnerable than i have ever felt before,fear,said mom made feel vulner ever felt
i am on this track i feel good things coming,joy,track feel good thing come
i think i am starting to feel jealous,anger,think start feel jealou
i am currently but i can t even do that right now without feeling indecisive and tied to school and writing and assignments,fear,current even right without feel indecis tie school write assign
im feeling a little bit apprehensive about entering a new chapter again and having to prove myself all over again,fear,im feel littl bit apprehens enter new chapter prove
i watched him run by i couldnt help but feel envious,anger,watch run couldnt help feel enviou
i feel a violent urge to vomit and back out of the room,anger,feel violent urg vomit back room
i began making dinner feeling good that i had succeeded in listening which resulted in a now cheerful husband,joy,began make dinner feel good succeed listen result cheer husband
i almost feel hated by everyone,anger,almost feel hate everyon
i am excited i hope they will be a it more personal with us and i wont feel like i am being rushed in and out,anger,excit hope person u wont feel like rush
i would say that when they start they will feel really intimidated by the code and how vast everything is,fear,would say start feel realli intimid code vast everyth
i feel hesitant about talking about this,fear,feel hesit talk
ive missed over a month of training and organised etape prep rides including the etape caledonia and am generally feeling pretty pissed off and depressed about the whole affair so have avoided thinking about it,anger,ive miss month train organis etap prep ride includ etap caledonia gener feel pretti piss depress whole affair avoid think
i am feeling a bit restless these days,fear,feel bit restless day
i feel i can step into the world of men with a dignified stance,joy,feel step world men dignifi stanc
i write i feel a little dissatisfied,anger,write feel littl dissatisfi
i feel like im the bitter old lady who has had such a long life and just cant deal with it anymore,anger,feel like im bitter old ladi long life cant deal anymor
i started pin pointing faults at home and with relationships feeling left out and confused about my purpose in peoples lives that i had once been close to,fear,start pin point fault home relationship feel left confus purpos peopl life close
i believe if you have happy and healthy relationships you are likely to feel much more energized and inspired which will be reflected in your overall health and appearance,joy,believ happi healthi relationship like feel much energ inspir reflect overal health appear
i feel a bit dissatisfied with my current network,anger,feel bit dissatisfi current network
i was half feeling very irritated and just wanted to get out of a amp f lol,anger,half feel irrit want get amp f lol
i thought wed escaped the interminable bouts of bods in dressing gowns feeling each others lapels we now have the charming spectacle as i type of a guy in a tight fitting deep blue combo trying to for all intents and purposes take another guy in red from behind,joy,thought wed escap intermin bout bod dress gown feel other lapel charm spectacl type guy tight fit deep blue combo tri intent purpos take anoth guy red behind
i feel stressed frequently,anger,feel stress frequent
i feel this strange bonding with my bed and wardrode have been using both a little more than a decade,fear,feel strang bond bed wardrod use littl decad
i was left feeling uncertain about exactly what pulse will offer as a series,fear,left feel uncertain exactli puls offer seri
when i ate a rotten apple,anger,ate rotten appl
i cant help feeling agitated about,fear,cant help feel agit
i ate great and whats even better is that i feel terrific,joy,ate great what even better feel terrif
i get a slightly warm feeling coming over me and a strange sense of completeness like the feeling you get right afterwards except it s coupled with those thoughts of a one night stand in which you sobered up before she left in the morning,fear,get slightli warm feel come strang sens complet like feel get right afterward except coupl thought one night stand sober left morn
i had to cut the lines to make it fit making it sound a bit rushed lets all make believe that that rushed feeling is actually a frantic feeling that was entirely deliberate shall we,fear,cut line make fit make sound bit rush let make believ rush feel actual frantic feel entir deliber shall
i feel like a tree which is being shaken rudely from its comfortable ground,fear,feel like tree shaken rude comfort ground
i just remember feeling frantic desperately trying to say what i needed to say to q,fear,rememb feel frantic desper tri say need say q
i cant explain how proud of him i am and the feeling of seeing him so determined each time to win,joy,cant explain proud feel see determin time win
i wasnt feeling particularly bitter on my birthday in fact i had a fantastic day,anger,wasnt feel particularli bitter birthday fact fantast day
i did laps and now feel all virtuous,joy,lap feel virtuou
i was feeling so angry so upset that i just want to run away,anger,feel angri upset want run away
i feel honoured to be friends with you,joy,feel honour friend
i may finally sit down and feel sweet release only to notice i have misplaced my glasses or that the kids have found a unique place for them,joy,may final sit feel sweet releas notic misplac glass kid found uniqu place
im not dressed up and im already feeling sort of bah humbug today but i am really annoyed at a type today,anger,im dress im alreadi feel sort bah humbug today realli annoy type today
i really feel for these innocent kids because not only are they taught unconscious racism but then they are taught overt racism and they have no choice but to follow,joy,realli feel innoc kid taught unconsci racism taught overt racism choic follow
i continue to feel inspired by the strong runner she has become this year,joy,continu feel inspir strong runner becom year
i feel rushed trying to get everything together late at night,anger,feel rush tri get everyth togeth late night
im sitting there with both boobs hanging out so why do i feel uncomfortable,fear,im sit boob hang feel uncomfort
i still feel like i got hit by a car i walked away only shaken up and not seriously damaged,fear,still feel like got hit car walk away shaken serious damag
i get another call from a frantic junior for my file and i obviously refused ta help her and now im feeling like i was too rude i mean i jz went like yeah sorry i just dont do that,anger,get anoth call frantic junior file obvious refus ta help im feel like rude mean jz went like yeah sorri dont
i admire athleticism i feel like i would be more entertained if i got to watch severely out of shape people participate in olympic events,joy,admir athletic feel like would entertain got watch sever shape peopl particip olymp event
i know a lot of people are whining that a first boot cant possibly be a favourite but you guys know how i feel about my beloved a href http winterpaysforsummer,joy,know lot peopl whine first boot cant possibl favourit guy know feel belov href http winterpaysforsumm
i just feel too stubborn to give up on a dream,anger,feel stubborn give dream
i feel so bitchy talking about myself this way ahaha i sound less retarded telling this story in person i swear and said if i were a boy i would fall in love with you,anger,feel bitchi talk way ahaha sound le retard tell stori person swear said boy would fall love
i was washing the trees hoping it would do some good and concurrently in the general trajectory of my life feeling more and more suspicious of much of the trappings of christianity and even sometimes maybe just kinda or a lot suspicious of its heart and in my head is this song,fear,wash tree hope would good concurr gener trajectori life feel suspici much trap christian even sometim mayb kinda lot suspici heart head song
i do not believe guns are the solution to feeling afraid,fear,believ gun solut feel afraid
i think just noticing this in me that i m more prone to feel jealous right now is helping me show up with a bit more intentionality than at other times in my life,anger,think notic prone feel jealou right help show bit intention time life
i am feeling exceptionally reluctant to go to school tomorrow even though its monday and the timetable is pretty good,fear,feel except reluct go school tomorrow even though monday timet pretti good
i remember the day i was on the phone with my be fri shannon telling her how i cried because i was feeling truly happy again,joy,rememb day phone fri shannon tell cri feel truli happi
i also didn t feel very weird sleeping in my bed while the two of them slept in hers,fear,also feel weird sleep bed two slept
i started to feel cranky and tired up until i resupplied with these vitamins,anger,start feel cranki tire resuppli vitamin
i already have my christmas trees up i got two and am feeling festive which i m sure is spurring me to get started on this book,joy,alreadi christma tree got two feel festiv sure spur get start book
i established a rule with my comp that we don t end planning session at the end of the day until we resolve all conflicts or any feelings of anger or anything that bothered one of us to each other and fix whatever it was,anger,establish rule comp end plan session end day resolv conflict feel anger anyth bother one u fix whatev
i feel anxious as i usually do around this time of night,fear,feel anxiou usual around time night
i wont discuss any further made me feel really restless,fear,wont discu made feel realli restless
i am also feeling a bit bitchy about the way things are when we have conversations and others are around,anger,also feel bit bitchi way thing convers other around
i men zhu said is snapbacks cheap i also feel here too dangerous at present for the sake of under the door of safety since see or leave this green lotus temple first wholesale obey snapback hats,anger,men zhu said snapback cheap also feel danger present sake door safeti sinc see leav green lotu templ first wholesal obey snapback hat
ive found my interest in s u waning and ive even come away from some portrayals of their relationship feeling dissatisfied,anger,ive found interest u wane ive even come away portray relationship feel dissatisfi
i feel shaken or angry that my husband keeps lying to me and is a sexaholic i often start to feel mad at god,fear,feel shaken angri husband keep lie sexahol often start feel mad god
i never ever thought about not blogging about books mainly because i think you should blog about something you feel passionate about and for me thats books,joy,never ever thought blog book mainli think blog someth feel passion that book
i got a feeling that the hateful talk in the work place wore thin and they kept her around only for what they absolutely needed her to cover,anger,got feel hate talk work place wore thin kept around absolut need cover
i hit the ground i feel daddy let go completely and i get terrified,fear,hit ground feel daddi let go complet get terrifi
im also feeling pretty paranoid a lot and no i dont take drugs,fear,im also feel pretti paranoid lot dont take drug
i keep feeling so disgusted with myself,anger,keep feel disgust
i checked on you was a long time ago i can say you were happy way back then feeling contented with everyone and everything around you,joy,check long time ago say happi way back feel content everyon everyth around
i present two photos of myself side by side and in one photo i remember feeling cute that day,joy,present two photo side side one photo rememb feel cute day
i still dont know what to make of it all but somehow i feel even more assured that what i teach works,joy,still dont know make somehow feel even assur teach work
i feel these divine forces so strongly sometimes i wonder if agnostics atheists and judeo christian fundamentalists have any feeling or excitement in their hearts,joy,feel divin forc strongli sometim wonder agnost atheist judeo christian fundamentalist feel excit heart
i feel frustrated when i have new music and new lyrics that clearly have nothing to do with each other,anger,feel frustrat new music new lyric clearli noth
i feel rebellious today so i ll leave this as a warning to myself on how radical i can be,anger,feel rebelli today leav warn radic
i feel so resentful about having to take care of us and not getting to do what i want to do,anger,feel resent take care u get want
i was alone in a cottage i often stay in i was woken up by a rustling sound in the middle of the night,fear,alon cottag often stay woken rustl sound middl night
i feel frightened i hear a mighty roar,fear,feel frighten hear mighti roar
i devote this blog to her and pray with her for peace in the world especially when we feel frightened by religious violence,fear,devot blog pray peac world especi feel frighten religi violenc
i don t try to put my light in where i can i m going to feel fester y and grow bitter and dark,anger,tri put light go feel fester grow bitter dark
